Tree Species,Common Name,Diameter at Breast Height (in Feet),Number of Trunks,Location Type,Location
Fraxinus americana,"ash, white",6,1,Street,"(40.09410654570, -88.32150702000)"
Prunus spp.,"cherry/plum, spp.",4,1,Street,"(40.09381369460, -88.32148898450)"
Fraxinus americana,"ash, white",5,1,Street,"(40.09326272920, -88.32077811460)"
vacant site large,"vacant site, large",0,0,Street,"(40.10714811760, -88.25885773110)"
Quercus rubra,"oak, northern red",2,1,Street,"(40.08613843980, -88.32563983150)"
Fraxinus americana,"ash, white",6,1,Street,"(40.09358899840, -88.32140967350)"
Celtis occidentalis,"hackberry, common",8,1,Street,"(40.09332248690, -88.32126074270)"
Acer x freemanii,"maple, Freeman",15,1,Street,"(40.09096197350, -88.31833593800)"
Acer rubrum,"maple, red",7,1,Street,"(40.09096068540, -88.31814153830)"
Acer rubrum,"maple, red",5,1,Street,"(40.09096130430, -88.31804682220)"
vacant site large,"vacant site, large",0,0,Street,"(40.10763604810, -88.26188731160)"
vacant site large,"vacant site, large",0,0,Street,"(40.10797029860, -88.26189661460)"
Acer rubrum,"maple, red",2,1,Street,"(40.08606282550, -88.32585198860)"
Cercis canadensis,"redbud, eastern",7,2,Street,"(40.09096129340, -88.31796443720)"
Malus spp.,"crabapple, flowering",6,1,Street,"(40.09096254560, -88.31788537590)"
Malus spp.,"crabapple, flowering",10,1,Street,"(40.09095873220, -88.31769755330)"
Fraxinus americana,"ash, white",4,1,Street,"(40.09095477810, -88.31670421630)"
vacant site large,"vacant site, large",0,0,Street,"(40.10758988760, -88.26204090860)"
vacant site large,"vacant site, large",0,0,Street,"(40.10781806500, -88.26312556070)"
vacant site large,"vacant site, large",0,0,Street,"(40.10730451580, -88.26354486900)"
vacant site large,"vacant site, large",0,0,Street,"(40.10547930530, -88.26106239690)"
stump,stump,13,1,Street,"(40.09019799020, -88.31550841940)"
Acer rubrum,"maple, red",7,1,Street,"(40.09030808390, -88.31560228370)"
Acer rubrum,"maple, red",10,1,Street,"(40.09046877590, -88.31573402130)"
Prunus spp.,"cherry/plum, spp.",5,1,Street,"(40.09019041120, -88.31567150970)"
vacant site large,"vacant site, large",0,0,Street,"(40.10548198550, -88.26139911820)"
Fraxinus americana,"ash, white",3,1,Street,"(40.08751721290, -88.32022523490)"
Acer x freemanii,"maple, Freeman",2,1,Street,"(40.08744024750, -88.32507184750)"
Pyrus calleryana,"pear, Callery",14,1,Street,"(40.08985764960, -88.31550522000)"
Acer rubrum,"maple, red",9,1,Street,"(40.09106949020, -88.31591304080)"
Fraxinus americana,"ash, white",11,1,Street,"(40.09106577790, -88.31642536650)"
Fraxinus americana,"ash, white",10,1,Street,"(40.09106206550, -88.31714856950)"
vacant site large,"vacant site, large",0,0,Street,"(40.10031659110, -88.25611947150)"
vacant site large,"vacant site, large",0,0,Street,"(40.09669920410, -88.25680771680)"
vacant site large,"vacant site, large",0,0,Street,"(40.09669151000, -88.25596947270)"
Pyrus calleryana,"pear, Callery",9,1,Street,"(40.09108721890, -88.31606458210)"
Pyrus calleryana,"pear, Callery",9,1,Street,"(40.09106192290, -88.31615848250)"
Pyrus calleryana,"pear, Callery",4,1,Street,"(40.09106975480, -88.31777126340)"
Fraxinus americana,"ash, white",13,1,Street,"(40.09106603290, -88.31827372420)"
Acer saccharum,"maple, sugar",1,1,Street,"(40.09107620060, -88.31878769090)"
Acer rubrum,"maple, red",10,1,Street,"(40.09106864510, -88.31895571530)"
vacant site large,"vacant site, large",0,0,Street,"(40.09534833920, -88.25681898810)"
vacant site large,"vacant site, large",0,0,Street,"(40.09585674110, -88.25641364880)"
Pyrus calleryana,"pear, Callery",8,1,Street,"(40.09106599140, -88.31795740820)"
Pyrus calleryana,"pear, Callery",6,1,Street,"(40.09107112320, -88.31857845880)"
Prunus spp.,"cherry/plum, spp.",4,1,Street,"(40.09107501400, -88.31940709880)"
Acer x freemanii,"maple, Freeman",4,1,Street,"(40.09107770020, -88.32056356410)"
Thuja occidentalis,"arborvitae, eastern",4,5,Street,"(40.09107134000, -88.32039221850)"
vacant site large,"vacant site, large",0,0,Street,"(40.09605429620, -88.25602599150)"
vacant site large,"vacant site, large",0,0,Street,"(40.09510951380, -88.25356333160)"
vacant site large,"vacant site, large",0,0,Street,"(40.09500367980, -88.25422968720)"
vacant site large,"vacant site, large",0,0,Street,"(40.09620831330, -88.25338064470)"
vacant site large,"vacant site, large",0,0,Street,"(40.09675905840, -88.25242064300)"
Acer x freemanii,"maple, Freeman",7,1,Street,"(40.09095933780, -88.32013772190)"
Acer x freemanii,"maple, Freeman",10,1,Street,"(40.09050123000, -88.31941629410)"
Acer x freemanii,"maple, Freeman",7,1,Street,"(40.09039749230, -88.31941960350)"
Acer x freemanii,"maple, Freeman",8,1,Street,"(40.09026338250, -88.31955963020)"
vacant site large,"vacant site, large",0,0,Street,"(40.09675166020, -88.25177456280)"
vacant site large,"vacant site, large",0,0,Street,"(40.09675147940, -88.25151816490)"
vacant site large,"vacant site, large",0,0,Street,"(40.09665775530, -88.25116093600)"
vacant site large,"vacant site, large",0,0,Street,"(40.09526950740, -88.25246658680)"
Acer x freemanii,"maple, Freeman",6,1,Street,"(40.09026339110, -88.31963211400)"
Acer rubrum,"maple, red",1,1,Street,"(40.09026473230, -88.32031248900)"
Prunus spp.,"cherry/plum, spp.",4,1,Street,"(40.09026353860, -88.32094178990)"
Prunus spp.,"cherry/plum, spp.",13,1,Street,"(40.09026988300, -88.32097141840)"
vacant site large,"vacant site, large",0,0,Street,"(40.09781086680, -88.25359295590)"
Fraxinus americana,"ash, white",2,1,Street,"(40.08744825570, -88.32423878210)"
Fraxinus americana,"ash, white",3,1,Street,"(40.08745212560, -88.32388667080)"
Fraxinus americana,"ash, white",3,1,Street,"(40.08820174390, -88.32270942050)"
Pyrus calleryana,"pear, Callery",5,1,Street,"(40.09016111350, -88.32142117280)"
Fraxinus americana,"ash, white",3,1,Street,"(40.08809403800, -88.32284864600)"
Pyrus calleryana,"pear, Callery",7,1,Street,"(40.09026864650, -88.32122017950)"
Pyrus calleryana,"pear, Callery",8,1,Street,"(40.09027117940, -88.32129101880)"
Pyrus calleryana,"pear, Callery",8,1,Street,"(40.09026610840, -88.32136350340)"
Pyrus calleryana,"pear, Callery",8,1,Street,"(40.09025980180, -88.32143270010)"
Pyrus calleryana,"pear, Callery",6,1,Street,"(40.09015984190, -88.32133550070)"
Pyrus calleryana,"pear, Callery",7,1,Street,"(40.09015601800, -88.32125644130)"
Acer x freemanii,"maple, Freeman",4,1,Street,"(40.09015596200, -88.32073093480)"
Fraxinus americana,"ash, white",10,1,Street,"(40.09016101590, -88.32050690650)"
Acer platanoides,"maple, Norway",8,1,Street,"(40.09015337030, -88.32013623340)"
Acer platanoides,"maple, Norway",9,1,Street,"(40.09015461750, -88.32000116620)"
Acer platanoides,"maple, Norway",10,1,Street,"(40.09016095040, -88.31992868130)"
Quercus macrocarpa,"oak, bur",4,1,Street,"(40.09033752120, -88.31927343280)"
Acer x freemanii,"maple, Freeman",5,1,Street,"(40.09015590740, -88.32023838200)"
Pyrus calleryana,"pear, Callery",10,1,Street,"(40.09015721720, -88.32041297870)"
Malus spp.,"crabapple, flowering",4,1,Street,"(40.09089060780, -88.31927081700)"
Acer rubrum,"maple, red",1,1,Street,"(40.08680715450, -88.31924678250)"
vacant site large,"vacant site, large",0,0,Street,"(40.10621191640, -88.26480337900)"
vacant site large,"vacant site, large",0,0,Street,"(40.10732107490, -88.26516856490)"
vacant site large,"vacant site, large",0,0,Street,"(40.10732832680, -88.26602152710)"
vacant site large,"vacant site, large",0,0,Street,"(40.10720472160, -88.26528229570)"
Fraxinus americana,"ash, white",3,1,Street,"(40.08755463170, -88.32392622090)"
Fraxinus americana,"ash, white",3,1,Street,"(40.08755242960, -88.32419380720)"
Acer x freemanii,"maple, Freeman",8,1,Street,"(40.08708341810, -88.31875834060)"
Acer x freemanii,"maple, Freeman",4,1,Street,"(40.08718849920, -88.31874105580)"
Pyrus communis,"pear, common",4,1,Street,"(40.08724377800, -88.31867767720)"
Pyrus communis,"pear, common",4,1,Street,"(40.08729842580, -88.31861780100)"
Malus spp.,"crabapple, flowering",5,1,Street,"(40.08742117150, -88.31849107620)"
vacant site large,"vacant site, large",0,0,Street,"(40.10642105510, -88.26609549420)"
Fraxinus americana,"ash, white",3,1,Street,"(40.08755488990, -88.32441418030)"
Celtis occidentalis,"hackberry, common",3,1,Street,"(40.08755062690, -88.32504445720)"
Fraxinus americana,"ash, white",10,1,Street,"(40.08761401660, -88.31828091820)"
Fraxinus americana,"ash, white",9,1,Street,"(40.08771098770, -88.31817321170)"
Fraxinus americana,"ash, white",7,1,Street,"(40.08775633090, -88.31812570290)"
Fraxinus americana,"ash, white",10,1,Street,"(40.08783373210, -88.31804069540)"
Fraxinus americana,"ash, white",10,1,Street,"(40.08793215890, -88.31793988580)"
Fraxinus americana,"ash, white",8,1,Street,"(40.08796984250, -88.31788851850)"
Fraxinus americana,"ash, white",3,1,Street,"(40.08755064080, -88.32524163520)"
Acer x freemanii,"maple, Freeman",3,1,Street,"(40.08754180330, -88.32609786140)"
Pyrus calleryana,"pear, Callery",6,1,Street,"(40.08790040500, -88.31718648810)"
Acer rubrum,"maple, red",4,1,Street,"(40.08733932350, -88.31675459590)"
vacant site large,"vacant site, large",0,0,Street,"(40.10569995450, -88.26494563980)"
Acer rubrum,"maple, red",2,1,Street,"(40.08753917480, -88.32666916680)"
Prunus spp.,"cherry/plum, spp.",3,1,Street,"(40.08469345170, -88.31891695780)"
Prunus spp.,"cherry/plum, spp.",3,1,Street,"(40.08468732460, -88.31887250030)"
Pyrus calleryana,"pear, Callery",7,1,Street,"(40.08726186620, -88.31663363500)"
Acer saccharum,"maple, sugar",5,1,Street,"(40.08705960290, -88.31623893800)"
Acer x freemanii,"maple, Freeman",4,1,Street,"(40.08723620210, -88.31609025150)"
Acer rubrum,"maple, red",4,1,Street,"(40.08722682750, -88.31618310620)"
Pyrus calleryana,"pear, Callery",6,1,Street,"(40.08721909790, -88.31626159300)"
Fraxinus americana,"ash, white",4,1,Street,"(40.08731257470, -88.31648587360)"
Acer saccharum,"maple, sugar",4,1,Street,"(40.08739665090, -88.31662838400)"
Acer rubrum,"maple, red",4,1,Street,"(40.08750320810, -88.31676023880)"
Acer rubrum,"maple, red",6,1,Street,"(40.08756292330, -88.31682216190)"
Acer saccharum,"maple, sugar",8,1,Street,"(40.08791424790, -88.31704391690)"
Quercus bicolor,"oak, swamp white",1,1,Street,"(40.08811001870, -88.31715906150)"
Acer saccharum,"maple, sugar",6,1,Street,"(40.08863639690, -88.31716740740)"
vacant site large,"vacant site, large",0,0,Street,"(40.10552422270, -88.26656297950)"
vacant site large,"vacant site, large",0,0,Street,"(40.10629845340, -88.26727943680)"
Quercus bicolor,"oak, swamp white",2,1,Street,"(40.08466636730, -88.31617023950)"
Pyrus calleryana,"pear, Callery",2,1,Street,"(40.08477158170, -88.31707876060)"
Pyrus calleryana,"pear, Callery",10,1,Street,"(40.08763814930, -88.31688983550)"
Quercus bicolor,"oak, swamp white",6,1,Street,"(40.08958602070, -88.31587070830)"
Acer tataricum ginnala,"maple, Amur",5,1,Street,"(40.08953012610, -88.31548500450)"
Acer tataricum ginnala,"maple, Amur",6,1,Street,"(40.08936187730, -88.31548301120)"
Acer tataricum ginnala,"maple, Amur",5,1,Street,"(40.08930546470, -88.31548013090)"
vacant site large,"vacant site, large",0,0,Street,"(40.10609064400, -88.26727188010)"
vacant site large,"vacant site, large",0,0,Street,"(40.10592886800, -88.26726045370)"
vacant site large,"vacant site, large",0,0,Street,"(40.10176755100, -88.27036747100)"
Fraxinus americana,"ash, white",3,1,Street,"(40.08476534930, -88.31985172220)"
Liquidambar styraciflua,"sweetgum, American",5,1,Street,"(40.08881771040, -88.31547289570)"
Acer saccharum,"maple, sugar",7,1,Street,"(40.08823358920, -88.31555853950)"
Fraxinus pennsylvanica,"ash, green",12,1,Street,"(40.08877722660, -88.31533930750)"
vacant site large,"vacant site, large",0,0,Street,"(40.10169997520, -88.27099297130)"
vacant site large,"vacant site, large",0,0,Street,"(40.10218621940, -88.26938516620)"
vacant site large,"vacant site, large",0,0,Street,"(40.10200252090, -88.26924449250)"
Pyrus calleryana,"pear, Callery",8,1,Street,"(40.08872923490, -88.31547148920)"
Pyrus calleryana,"pear, Callery",10,1,Street,"(40.08866219950, -88.31547440170)"
Acer saccharum,"maple, sugar",10,1,Street,"(40.08975612250, -88.31489882490)"
Acer saccharum,"maple, sugar",8,1,Street,"(40.08968504900, -88.31594959960)"
vacant site large,"vacant site, large",0,0,Street,"(40.10217486000, -88.26914681100)"
vacant site large,"vacant site, large",0,0,Street,"(40.10258849340, -88.26984325700)"
vacant site large,"vacant site, large",0,0,Street,"(40.10312330180, -88.26930406980)"
Quercus alba,"oak, white",3,1,Street,"(40.08474700090, -88.31999421570)"
Quercus alba,"oak, white",3,1,Street,"(40.08474437550, -88.32008088240)"
Pyrus calleryana,"pear, Callery",14,1,Street,"(40.08974473730, -88.31564864330)"
Acer saccharum,"maple, sugar",8,1,Street,"(40.08947566460, -88.31641089170)"
Fraxinus americana,"ash, white",4,1,Street,"(40.08927269610, -88.31722097560)"
Acer rubrum,"maple, red",6,1,Street,"(40.08980176030, -88.31800855250)"
vacant site large,"vacant site, large",0,0,Street,"(40.10089131630, -88.26804772260)"
vacant site large,"vacant site, large",0,0,Street,"(40.10082083090, -88.26816150130)"
Tilia cordata,"linden, littleleaf",3,1,Street,"(40.09235806620, -88.32069625150)"
Acer rubrum,"maple, red",3,1,Street,"(40.09227686030, -88.32064840730)"
Acer rubrum,"maple, red",2,1,Street,"(40.09202816380, -88.32050180230)"
Acer rubrum,"maple, red",6,1,Street,"(40.09006485990, -88.31806328510)"
Acer rubrum,"maple, red",6,1,Street,"(40.09015111420, -88.31787605210)"
Acer platanoides,"maple, Norway",5,1,Street,"(40.09014665560, -88.31758661890)"
Acer rubrum,"maple, red",8,1,Street,"(40.09014776760, -88.31728853500)"
Prunus serrulata,"cherry, Japanese flowering",1,1,Street,"(40.09014555590, -88.31717623600)"
Acer rubrum,"maple, red",7,1,Street,"(40.09025953790, -88.31760821650)"
vacant site large,"vacant site, large",0,0,Street,"(40.10084449280, -88.26840423680)"
Pyrus calleryana,"pear, Callery",10,1,Street,"(40.09025733500, -88.31776086900)"
Pyrus calleryana,"pear, Callery",5,1,Street,"(40.09015160110, -88.31844977370)"
vacant site large,"vacant site, large",0,0,Street,"(40.10045599900, -88.27008184740)"
vacant site large,"vacant site, large",0,0,Street,"(40.10057936370, -88.27008044630)"
vacant site large,"vacant site, large",0,0,Street,"(40.10082584700, -88.26957861580)"
Picea glauca,"spruce, white",3,1,Street,"(40.09169627520, -88.32022514810)"
Picea glauca,"spruce, white",3,1,Street,"(40.09151888590, -88.31862722160)"
Pyrus calleryana,"pear, Callery",10,1,Street,"(40.09025846070, -88.31796824090)"
Pyrus calleryana,"pear, Callery",7,1,Street,"(40.09015493580, -88.31855199350)"
Acer rubrum,"maple, red",6,1,Street,"(40.08868879140, -88.31729370260)"
Malus spp.,"crabapple, flowering",4,1,Street,"(40.08866852970, -88.31787960410)"
Fraxinus americana,"ash, white",11,1,Street,"(40.08873959290, -88.31802576760)"
Acer x freemanii,"maple, Freeman",4,1,Street,"(40.08882371340, -88.31831231800)"
Tilia cordata,"linden, littleleaf",4,1,Street,"(40.08886371350, -88.31877107780)"
Nyssa sylvatica,blackgum,1,1,Street,"(40.08886705620, -88.31893955910)"
Nyssa sylvatica,blackgum,1,1,Street,"(40.08886375360, -88.31909363820)"
vacant site large,"vacant site, large",0,0,Street,"(40.10056219940, -88.26803885020)"
Acer x freemanii,"maple, Freeman",5,1,Street,"(40.08956795440, -88.31927620020)"
Acer x freemanii,"maple, Freeman",6,1,Street,"(40.08961698250, -88.31927772700)"
Acer x freemanii,"maple, Freeman",5,1,Street,"(40.08973057570, -88.31927927620)"
Acer x freemanii,"maple, Freeman",1,1,Street,"(40.08983285850, -88.31927539510)"
Acer x freemanii,"maple, Freeman",1,1,Street,"(40.08990582320, -88.31927069800)"
Acer x freemanii,"maple, Freeman",1,1,Street,"(40.08998713350, -88.31926914440)"
vacant site large,"vacant site, large",0,0,Street,"(40.10041129730, -88.26803348940)"
vacant site large,"vacant site, large",0,0,Street,"(40.10003741340, -88.26798619660)"
Acer x freemanii,"maple, Freeman",1,1,Street,"(40.09006070320, -88.31927295360)"
vacant site large,"vacant site, large",0,0,Street,"(40.09917869720, -88.26781132570)"
vacant site large,"vacant site, large",0,0,Street,"(40.09951149810, -88.26778126550)"
vacant site large,"vacant site, large",0,0,Street,"(40.09993896030, -88.26781695940)"
vacant site large,"vacant site, large",0,0,Street,"(40.10048880800, -88.26786740700)"
vacant site large,"vacant site, large",0,0,Street,"(40.10062911800, -88.26788003420)"
Pinus strobus,"pine, eastern white",3,1,Street,"(40.09151934210, -88.31833181260)"
Picea glauca,"spruce, white",3,1,Street,"(40.09151496260, -88.31821783180)"
Pyrus calleryana,"pear, Callery",6,1,Street,"(40.08875475630, -88.31896424380)"
vacant site large,"vacant site, large",0,0,Street,"(40.10110712590, -88.26788168520)"
vacant site large,"vacant site, large",0,0,Street,"(40.10197667390, -88.26784263780)"
vacant site large,"vacant site, large",0,0,Street,"(40.10339940080, -88.26801758460)"
vacant site large,"vacant site, large",0,0,Street,"(40.09403765260, -88.25602963160)"
Pinus strobus,"pine, eastern white",2,1,Street,"(40.09152366480, -88.31780397140)"
Pyrus calleryana,"pear, Callery",8,1,Street,"(40.08875840650, -88.31963681190)"
Pyrus calleryana,"pear, Callery",6,1,Street,"(40.08875719630, -88.31938773510)"
Pyrus calleryana,"pear, Callery",4,1,Street,"(40.08875592880, -88.31890041070)"
Pyrus calleryana,"pear, Callery",6,1,Street,"(40.08875591180, -88.31876495340)"
Pyrus calleryana,"pear, Callery",6,1,Street,"(40.08875351570, -88.31870269350)"
Acer rubrum,"maple, red",6,1,Street,"(40.08870921090, -88.31828546620)"
Fraxinus americana,"ash, white",10,1,Street,"(40.08790308790, -88.31814675700)"
Fraxinus americana,"ash, white",11,1,Street,"(40.08785167990, -88.31820906370)"
Fraxinus americana,"ash, white",9,1,Street,"(40.08776319010, -88.31830872700)"
vacant site large,"vacant site, large",0,0,Street,"(40.09404260350, -88.25514429590)"
Malus spp.,"crabapple, flowering",1,1,Street,"(40.08682500170, -88.31950642780)"
Malus spp.,"crabapple, flowering",4,1,Street,"(40.08680587540, -88.31956715340)"
Acer x freemanii,"maple, Freeman",1,1,Street,"(40.08673600670, -88.31999075390)"
vacant site large,"vacant site, large",0,0,Street,"(40.09378905890, -88.25273326870)"
vacant site large,"vacant site, large",0,0,Street,"(40.09372430490, -88.25254101030)"
Ginkgo biloba,ginkgo,2,1,Street,"(40.08573907700, -88.29043196660)"
Ginkgo biloba,ginkgo,3,1,Street,"(40.08653556300, -88.29452543230)"
Acer campestre,"maple, hedge",3,1,Street,"(40.08563300940, -88.29051702070)"
Fraxinus americana,"ash, white",11,1,Street,"(40.08014643940, -88.30190994550)"
Malus spp.,"crabapple, flowering",8,1,Street,"(40.08009155940, -88.30189167380)"
Malus spp.,"crabapple, flowering",9,1,Street,"(40.08010842640, -88.30183488120)"
